Time,Header.seq,Header.stamp.secs,Header.stamp.nsecs,Header.frame_id,Latitude,Longitude,Altitude,HDOP,UTM_northing,UTM_easting,UTC,Zone,Letter
1676051683.249955,0,64483,0,GPS1_FRAME,1.0388,-11.921568333333333,1.5,26.1,174813.85871887777,114969.14514447986,175443.0,29,N
1676051684.249417,0,64484,0,GPS1_FRAME,1.0388016666666666,-11.921570000000001,1.5,26.1,174813.67321876122,114969.32977483496,175444.0,29,N
1676051685.249068,0,64485,0,GPS1_FRAME,1.0388016666666666,-11.921570000000001,1.5,26.1,174813.67321876122,114969.32977483496,175445.0,29,N
1676051686.2499716,0,64486,0,GPS1_FRAME,1.0388016666666666,-11.921570000000001,1.5,26.1,174813.67321876122,114969.32977483496,175446.0,29,N
1676051687.2484887,0,64487,0,GPS1_FRAME,1.0388016666666666,-11.921574999999999,1.5,26.3,174813.11620639102,114969.3302902171,175447.0,29,N
1676051688.2489657,0,64488,0,GPS1_FRAME,1.0388016666666666,-11.921585,1.5,26.5,174812.0021816402,114969.33132098406,175448.0,29,N
1676051689.2619545,0,64489,0,GPS1_FRAME,1.0388,-11.921591666666666,1.5,26.8,174811.25932779687,114969.14754959889,175449.0,29,N
1676051690.2654665,0,64490,0,GPS1_FRAME,1.0388,-11.921595,1.5,26.8,174810.88798620872,114969.14789318887,175450.0,29,N
1676051691.2654538,0,64491,0,GPS1_FRAME,1.0388016666666666,-11.921595,1.5,26.8,174810.88815688225,114969.33235175454,175451.0,29,N
1676051692.2504573,0,64492,0,GPS1_FRAME,1.0388016666666666,-11.921598333333332,1.5,27.0,174810.51681529311,114969.3326953455,175452.0,29,N
1676051693.2478669,0,64493,0,GPS1_FRAME,1.0388,-11.921600000000002,2.2,27.0,174810.33097382286,114969.14840857463,175453.0,29,N
1676051694.2645607,0,64494,0,GPS1_FRAME,1.0388,-11.921600000000002,2.2,27.0,174810.33097382286,114969.14840857463,175454.0,29,N
1676051695.248371,0,64495,0,GPS1_FRAME,1.0388,-11.921600000000002,2.2,27.0,174810.33097382286,114969.14840857463,175455.0,29,N
1676051696.2468443,0,64496,0,GPS1_FRAME,1.0388,-11.921605,2.2,27.0,174809.77396143734,114969.14892396126,175456.0,29,N
1676051697.2463405,0,64497,0,GPS1_FRAME,1.0388,-11.921603333333334,2.2,27.0,174809.9596322347,114969.14875216562,175457.0,29,N
1676051698.247582,0,64498,0,GPS1_FRAME,1.0388,-11.921603333333334,2.2,27.0,174809.9596322347,114969.14875216562,175458.0,29,N
1676051699.2652617,0,64499,0,GPS1_FRAME,1.0388,-11.921603333333334,2.2,27.0,174809.9596322347,114969.14875216562,175459.0,29,N
1676051700.2649639,0,64500,0,GPS1_FRAME,1.0388,-11.921603333333334,2.2,27.0,174809.9596322347,114969.14875216562,175500.0,29,N
1676051701.2497156,0,64501,0,GPS1_FRAME,1.0388016666666666,-11.921603333333334,1.5,27.0,174809.95980290876,114969.33321073266,175501.0,29,N
1676051702.2646754,0,64502,0,GPS1_FRAME,1.0388,-11.921601666666668,2.2,26.8,174810.14530302887,114969.14858037008,175502.0,29,N
1676051703.2496908,0,64503,0,GPS1_FRAME,1.0388016666666666,-11.921601666666668,2.2,26.8,174810.14547370287,114969.33303893683,175503.0,29,N
1676051704.2491565,0,64504,0,GPS1_FRAME,1.0388016666666666,-11.921601666666668,2.2,26.8,174810.14547370287,114969.33303893683,175504.0,29,N
1676051705.2487097,0,64505,0,GPS1_FRAME,1.0388016666666666,-11.921603333333334,2.2,26.6,174809.95980290876,114969.33321073266,175505.0,29,N
1676051706.2652154,0,64506,0,GPS1_FRAME,1.0388033333333333,-11.921601666666668,2.2,26.2,174810.14564437722,114969.51749750358,175506.0,29,N
1676051707.2497892,0,64507,0,GPS1_FRAME,1.0388033333333333,-11.921601666666668,1.5,26.2,174810.14564437722,114969.51749750358,175507.0,29,N
1676051708.2643137,0,64508,0,GPS1_FRAME,1.0388033333333333,-11.921605,2.2,26.1,174809.77430278604,114969.51784109588,175508.0,29,N
1676051709.265401,0,64509,0,GPS1_FRAME,1.0388033333333333,-11.921606666666666,2.2,25.9,174809.58863199147,114969.51801289216,175509.0,29,N
1676051710.2647638,0,64510,0,GPS1_FRAME,1.0388033333333333,-11.921603333333334,2.2,25.8,174809.95997358317,114969.51766929968,175510.0,29,N
1676051711.2486832,0,64511,0,GPS1_FRAME,1.0388016666666666,-11.921603333333334,2.2,25.8,174809.95980290876,114969.33321073266,175511.0,29,N
1676051712.265034,0,64512,0,GPS1_FRAME,1.0388016666666666,-11.921598333333332,2.2,25.5,174810.51681529311,114969.3326953455,175512.0,29,N
1676051713.2497022,0,64513,0,GPS1_FRAME,1.0388016666666666,-11.921598333333332,2.2,25.5,174810.51681529311,114969.3326953455,175513.0,29,N
1676051714.2460637,0,64514,0,GPS1_FRAME,1.0388016666666666,-11.921596666666666,2.2,25.3,174810.7024860864,114969.33252354997,175514.0,29,N
1676051715.2486918,0,64515,0,GPS1_FRAME,1.0388016666666666,-11.921595,2.2,25.2,174810.88815688225,114969.33235175454,175515.0,29,N
1676051716.250096,0,64516,0,GPS1_FRAME,1.0388016666666666,-11.921593333333334,1.5,25.0,174811.07382767496,114969.33217995921,175516.0,29,N
